;count_bees;count_hive;breed;club;zip_code;longtitude;latitude;distance_to_body_of_water;distance_to_field_pollen;incidents(3 months);amount_neighbours;purity;temp;humidity;windspeed;sun_hours;good_place
6585;509616.0;12.0;Apis mellifera carnica;Beedom;4574;14.2255;47.6999;233.0;232.0;1.0;16;0.6875;22;62;10;15;1
6586;546120.0;10.0;Apis mellifera carnica;Beeraten;4574;14.2255;47.6999;191.0;202.0;4.0;16;0.6875;22;62;10;15;0
6587;613860.0;10.0;Apis mellifera carnica;Beeraten;4574;14.2255;47.6999;227.0;198.0;2.0;16;0.6875;22;62;10;15;0
6588;117288.0;9.0;Apis mellifera carnica;Bienenzuchtverein Ö;4574;14.2255;47.6999;182.0;201.0;0.0;16;0.6875;22;87;4;15;1
6589;144092.0;13.0;Apis mellifera carnica;Bienieten;4574;14.2255;47.6999;160.0;154.0;4.0;16;0.6875;22;62;10;15;0
6590;70300.0;5.0;Apis mellifera carnica;Bienierer;4574;14.2255;47.6999;161.0;221.0;5.0;16;0.6875;22;62;10;15;0
6591;326632.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;8967;13.7565;47.4232;191.0;228.0;2.0;12;0.6666666666666666;22;76;1;15;1
6592;218765.0;5.0;Apis mellifera carnica;Bienenzuchtverein Ö;8967;13.7565;47.4232;192.0;160.0;6.0;12;0.6666666666666666;22;87;4;15;0
6593;584046.0;9.0;Apis mellifera carnica;Bienieten;8967;13.7565;47.4232;209.0;159.0;0.0;12;0.6666666666666666;22;87;4;15;1
6594;536470.0;10.0;Apis mellifera ligustica;Bienieten;8967;13.7565;47.4232;112.0;243.0;8.0;12;0.6666666666666666;22;87;4;15;0
6595;418455.0;15.0;Apis mellifera carnica;Beedom;8967;13.7565;47.4232;127.0;266.0;0.0;12;0.6666666666666666;22;62;10;15;1
6596;540504.0;8.0;Apis mellifera carnica;Beedom;8967;13.7565;47.4232;222.0;223.0;6.0;12;0.6666666666666666;20;72;4;15;0
6597;440343.0;9.0;Apis mellifera carnica;Bienieten;8967;13.7565;47.4232;226.0;143.0;0.0;12;0.6666666666666666;22;76;1;15;1
6598;546795.0;9.0;Apis mellifera ligustica;Beedom;8967;13.7565;47.4232;195.0;236.0;0.0;12;0.6666666666666666;22;62;10;15;1
6599;450372.0;12.0;Apis mellifera ligustica;Beedom;8967;13.7565;47.4232;222.0;241.0;4.0;12;0.6666666666666666;22;76;1;15;0
6600;309228.0;12.0;Apis mellifera carnica;Bienieten;8967;13.7565;47.4232;211.0;170.0;4.0;12;0.6666666666666666;22;62;10;15;0
6601;423090.0;10.0;Apis mellifera ligustica;Bienieten;8967;13.7565;47.4232;253.0;133.0;2.0;12;0.6666666666666666;22;62;10;15;1
6602;354496.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;8967;13.7565;47.4232;192.0;223.0;0.0;12;0.6666666666666666;22;62;10;15;1
6603;568719.0;9.0;Apis mellifera ligustica;Beedom;2123;16.4962;48.438;203.0;161.0;0.0;17;0.8235294117647058;22;87;4;15;1
6604;363192.0;12.0;Apis mellifera carnica;Bienenzuchtverein Ö;2123;16.4962;48.438;225.0;96.0;0.0;17;0.8235294117647058;22;62;10;15;1
6605;498410.0;10.0;Apis mellifera carnica;Beeraten;2123;16.4962;48.438;169.0;263.0;0.0;17;0.8235294117647058;22;76;1;15;1
6606;894933.0;13.0;Apis mellifera carnica;Bienierer;2123;16.4962;48.438;261.0;238.0;0.0;17;0.8235294117647058;22;76;1;15;1
6607;90054.0;18.0;Apis mellifera carnica;Beeraten;2123;16.4962;48.438;187.0;155.0;0.0;17;0.8235294117647058;22;87;4;15;0
6608;371421.0;9.0;Apis mellifera carnica;Bienierer;2123;16.4962;48.438;193.0;132.0;3.0;17;0.8235294117647058;22;76;1;15;1
6609;133098.0;6.0;Apis mellifera carnica;Beeraten;2123;16.4962;48.438;198.0;189.0;0.0;17;0.8235294117647058;22;87;4;15;1
6610;799848.0;12.0;Apis mellifera carnica;Bienenzuchtverein Ö;2123;16.4962;48.438;145.0;198.0;0.0;17;0.8235294117647058;22;62;10;15;1
6611;540372.0;12.0;Apis mellifera ligustica;Bienenzuchtverein Ö;2123;16.4962;48.438;214.0;268.0;0.0;17;0.8235294117647058;22;87;4;15;1
6612;221361.0;7.0;Apis mellifera carnica;Bienierer;2123;16.4962;48.438;176.0;205.0;0.0;17;0.8235294117647058;22;87;4;15;1
6613;468875.0;11.0;Apis mellifera carnica;Beeraten;2123;16.4962;48.438;208.0;198.0;2.0;17;0.8235294117647058;20;72;4;15;1
6614;536930.0;10.0;Apis mellifera carnica;Bienieten;2123;16.4962;48.438;228.0;210.0;1.0;17;0.8235294117647058;22;76;1;15;1
6615;272930.0;10.0;Apis mellifera carnica;Beedom;2123;16.4962;48.438;139.0;176.0;4.0;17;0.8235294117647058;22;62;10;15;0
6616;721058.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;2123;16.4962;48.438;222.0;159.0;0.0;17;0.8235294117647058;22;62;10;15;0
6617;427330.0;10.0;Apis mellifera ligustica;Bienierer;2123;16.4962;48.438;179.0;175.0;5.0;17;0.8235294117647058;22;76;1;15;0
6618;781144.0;14.0;Apis mellifera carnica;Bienenzuchtverein Ö;2123;16.4962;48.438;180.0;192.0;0.0;17;0.8235294117647058;22;87;4;15;0
6619;61420.0;10.0;Apis mellifera carnica;Bienierer;2123;16.4962;48.438;155.0;179.0;0.0;17;0.8235294117647058;20;72;4;15;0
6620;398907.0;9.0;Apis mellifera mellifera;Beedom;5271;13.1623;48.195;158.0;226.0;0.0;16;0.6875;22;87;4;15;1
6621;672780.0;12.0;Apis mellifera mellifera;Bienenzuchtverein Ö;5271;13.1623;48.195;151.0;193.0;5.0;16;0.6875;22;62;10;15;0
6622;379953.0;7.0;Apis mellifera ligustica;Bienenzuchtverein Ö;5271;13.1623;48.195;183.0;198.0;0.0;16;0.6875;22;76;1;15;1
6623;200470.0;10.0;Apis mellifera carnica;Bienieten;5271;13.1623;48.195;182.0;153.0;1.0;16;0.6875;20;72;4;15;1
6624;263140.0;10.0;Apis mellifera carnica;Beeraten;5271;13.1623;48.195;195.0;182.0;0.0;16;0.6875;22;87;4;15;1
6625;451592.0;8.0;Apis mellifera carnica;Beeraten;5271;13.1623;48.195;195.0;217.0;8.0;16;0.6875;22;76;1;15;0
6626;265224.0;6.0;Apis mellifera ligustica;Beeraten;5271;13.1623;48.195;122.0;253.0;1.0;16;0.6875;22;62;10;15;1
6627;359628.0;12.0;Apis mellifera carnica;Bienierer;5271;13.1623;48.195;161.0;222.0;2.0;16;0.6875;20;72;4;15;1
6628;548614.0;11.0;Apis mellifera carnica;Bienieten;5271;13.1623;48.195;237.0;283.0;0.0;16;0.6875;22;76;1;15;0
6629;806403.0;13.0;Apis mellifera carnica;Bienieten;5271;13.1623;48.195;224.0;224.0;1.0;16;0.6875;22;87;4;15;0
6630;74032.0;7.0;Apis mellifera ligustica;Bienierer;5271;13.1623;48.195;181.0;239.0;0.0;16;0.6875;22;87;4;15;1
6631;363920.0;8.0;Apis mellifera carnica;Bienieten;5271;13.1623;48.195;168.0;253.0;0.0;16;0.6875;22;62;10;15;0
6632;83142.0;6.0;Apis mellifera carnica;Beedom;5271;13.1623;48.195;162.0;189.0;5.0;16;0.6875;22;62;10;15;0
6633;162910.0;10.0;Apis mellifera carnica;Bienierer;5271;13.1623;48.195;267.0;229.0;0.0;16;0.6875;20;72;4;15;1
6634;569514.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;5271;13.1623;48.195;203.0;240.0;0.0;16;0.6875;22;87;4;15;1
6635;58268.0;7.0;Apis mellifera carnica;Beeraten;5271;13.1623;48.195;120.0;176.0;3.0;16;0.6875;22;62;10;15;1
6636;172710.0;10.0;Apis mellifera carnica;Bienieten;5612;13.257;47.1453;142.0;269.0;4.0;11;0.8181818181818182;20;72;4;15;0
6637;543195.0;15.0;Apis mellifera carnica;Beedom;5612;13.257;47.1453;176.0;236.0;0.0;11;0.8181818181818182;20;72;4;15;0
6638;650730.0;10.0;Apis mellifera ligustica;Bienieten;5612;13.257;47.1453;166.0;228.0;0.0;11;0.8181818181818182;22;87;4;15;1
6639;91777.0;7.0;Apis mellifera carnica;Beeraten;5612;13.257;47.1453;208.0;195.0;2.0;11;0.8181818181818182;20;72;4;15;1
6640;536354.0;14.0;Apis mellifera carnica;Beeraten;5612;13.257;47.1453;182.0;160.0;0.0;11;0.8181818181818182;20;72;4;15;1
6641;826176.0;12.0;Apis mellifera carnica;Beedom;5612;13.257;47.1453;159.0;223.0;0.0;11;0.8181818181818182;20;72;4;15;1
6642;380863.0;7.0;Apis mellifera carnica;Beedom;5612;13.257;47.1453;204.0;224.0;0.0;11;0.8181818181818182;22;76;1;15;1
6643;45346.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;5612;13.257;47.1453;280.0;255.0;2.0;11;0.8181818181818182;22;87;4;15;1
6644;271362.0;14.0;Apis mellifera carnica;Beedom;5612;13.257;47.1453;127.0;167.0;0.0;11;0.8181818181818182;22;76;1;15;1
6645;209385.0;15.0;Apis mellifera carnica;Beedom;5612;13.257;47.1453;161.0;182.0;2.0;11;0.8181818181818182;22;62;10;15;0
6646;292260.0;12.0;Apis mellifera mellifera;Bienenzuchtverein Ö;5612;13.257;47.1453;191.0;150.0;1.0;11;0.8181818181818182;22;76;1;15;1
6647;483075.0;9.0;Apis mellifera ligustica;Beeraten;4975;13.4456;48.4104;168.0;156.0;8.0;14;0.7142857142857143;22;62;10;15;0
6648;736876.0;14.0;Apis mellifera carnica;Bienierer;4975;13.4456;48.4104;232.0;246.0;4.0;14;0.7142857142857143;22;87;4;15;0
6649;489776.0;8.0;Apis mellifera ligustica;Bienieten;4975;13.4456;48.4104;226.0;200.0;0.0;14;0.7142857142857143;20;72;4;15;1
6650;613550.0;10.0;Apis mellifera ligustica;Beedom;4975;13.4456;48.4104;185.0;199.0;0.0;14;0.7142857142857143;22;87;4;15;1
6651;351360.0;12.0;Apis mellifera carnica;Beeraten;4975;13.4456;48.4104;158.0;117.0;0.0;14;0.7142857142857143;22;62;10;15;1
6652;325269.0;9.0;Apis mellifera carnica;Bienenzuchtverein Ö;4975;13.4456;48.4104;163.0;201.0;5.0;14;0.7142857142857143;20;72;4;15;0
6653;193060.0;5.0;Apis mellifera carnica;Beeraten;4975;13.4456;48.4104;204.0;136.0;2.0;14;0.7142857142857143;22;62;10;15;1
6654;92508.0;12.0;Apis mellifera carnica;Beeraten;4975;13.4456;48.4104;244.0;286.0;5.0;14;0.7142857142857143;20;72;4;15;0
6655;208621.0;7.0;Apis mellifera carnica;Bienieten;4975;13.4456;48.4104;175.0;155.0;0.0;14;0.7142857142857143;20;72;4;15;1
6656;136917.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;4975;13.4456;48.4104;131.0;197.0;0.0;14;0.7142857142857143;22;62;10;15;1
6657;154044.0;12.0;Apis mellifera carnica;Bienierer;4975;13.4456;48.4104;176.0;140.0;1.0;14;0.7142857142857143;22;87;4;15;1
6658;565140.0;15.0;Apis mellifera ligustica;Beedom;4975;13.4456;48.4104;177.0;276.0;0.0;14;0.7142857142857143;22;87;4;15;1
6659;478184.0;7.0;Apis mellifera carnica;Bienierer;4975;13.4456;48.4104;194.0;231.0;0.0;14;0.7142857142857143;22;62;10;15;1
6660;500450.0;10.0;Apis mellifera carnica;Beedom;4975;13.4456;48.4104;186.0;208.0;2.0;14;0.7142857142857143;22;87;4;15;1
6661;401765.0;7.0;Apis mellifera carnica;Bienieten;2733;15.9867;47.7882;191.0;254.0;1.0;14;0.6428571428571429;20;72;4;15;0
6662;241362.0;11.0;Apis mellifera carnica;Bienierer;2733;15.9867;47.7882;207.0;145.0;0.0;14;0.6428571428571429;22;87;4;15;1
6663;172845.0;9.0;Apis mellifera carnica;Bienenzuchtverein Ö;2733;15.9867;47.7882;254.0;160.0;0.0;14;0.6428571428571429;22;76;1;15;1
6664;125030.0;5.0;Apis mellifera carnica;Beedom;2733;15.9867;47.7882;274.0;148.0;0.0;14;0.6428571428571429;20;72;4;15;1
6665;623491.0;11.0;Apis mellifera carnica;Bienierer;2733;15.9867;47.7882;162.0;231.0;0.0;14;0.6428571428571429;22;62;10;15;1
6666;549192.0;8.0;Apis mellifera ligustica;Bienierer;2733;15.9867;47.7882;201.0;126.0;1.0;14;0.6428571428571429;20;72;4;15;1
6667;185730.0;10.0;Apis mellifera ligustica;Beeraten;2733;15.9867;47.7882;215.0;181.0;0.0;14;0.6428571428571429;22;76;1;15;0
6668;506898.0;9.0;Apis mellifera carnica;Beedom;2733;15.9867;47.7882;219.0;193.0;0.0;14;0.6428571428571429;22;62;10;15;1
6669;379925.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;2733;15.9867;47.7882;156.0;204.0;1.0;14;0.6428571428571429;22;87;4;15;0
6670;617428.0;14.0;Apis mellifera carnica;Beedom;2733;15.9867;47.7882;175.0;248.0;0.0;14;0.6428571428571429;22;87;4;15;1
6671;89184.0;12.0;Apis mellifera ligustica;Bienenzuchtverein Ö;2733;15.9867;47.7882;234.0;192.0;0.0;14;0.6428571428571429;22;87;4;15;1
6672;274686.0;17.0;Apis mellifera carnica;Bienierer;2733;15.9867;47.7882;217.0;235.0;0.0;14;0.6428571428571429;20;72;4;15;1
6673;559704.0;8.0;Apis mellifera ligustica;Bienenzuchtverein Ö;2733;15.9867;47.7882;197.0;216.0;0.0;14;0.6428571428571429;22;87;4;15;1
6674;405540.0;6.0;Apis mellifera mellifera;Bienenzuchtverein Ö;2733;15.9867;47.7882;251.0;304.0;1.0;14;0.6428571428571429;22;76;1;15;0
6675;88724.0;4.0;Apis mellifera carnica;Bienierer;3240;15.3454;48.1177;230.0;211.0;2.0;17;0.8235294117647058;20;72;4;15;1
6676;364540.0;10.0;Apis mellifera carnica;Bienierer;3240;15.3454;48.1177;188.0;164.0;0.0;17;0.8235294117647058;22;76;1;15;1
6677;228679.0;11.0;Apis mellifera carnica;Bienierer;3240;15.3454;48.1177;271.0;204.0;3.0;17;0.8235294117647058;22;76;1;15;1
6678;403260.0;10.0;Apis mellifera carnica;Bienierer;3240;15.3454;48.1177;185.0;138.0;1.0;17;0.8235294117647058;22;87;4;15;1
6679;141640.0;8.0;Apis mellifera carnica;Beeraten;3240;15.3454;48.1177;219.0;222.0;0.0;17;0.8235294117647058;20;72;4;15;1
6680;185172.0;13.0;Apis mellifera ligustica;Bienenzuchtverein Ö;3240;15.3454;48.1177;168.0;192.0;5.0;17;0.8235294117647058;20;72;4;15;0
6681;223808.0;8.0;Apis mellifera carnica;Beedom;3240;15.3454;48.1177;189.0;215.0;0.0;17;0.8235294117647058;22;76;1;15;1
6682;504584.0;8.0;Apis mellifera ligustica;Bienenzuchtverein Ö;3240;15.3454;48.1177;141.0;245.0;1.0;17;0.8235294117647058;20;72;4;15;1
6683;392352.0;6.0;Apis mellifera carnica;Bienieten;3240;15.3454;48.1177;146.0;167.0;1.0;17;0.8235294117647058;20;72;4;15;1
6684;535808.0;13.0;Apis mellifera carnica;Bienieten;3240;15.3454;48.1177;221.0;236.0;0.0;17;0.8235294117647058;22;76;1;15;1
6685;150588.0;9.0;Apis mellifera carnica;Bienierer;3240;15.3454;48.1177;205.0;242.0;2.0;17;0.8235294117647058;22;62;10;15;1
6686;126376.0;8.0;Apis mellifera carnica;Beeraten;3240;15.3454;48.1177;200.0;219.0;3.0;17;0.8235294117647058;22;62;10;15;1
6687;383364.0;9.0;Apis mellifera carnica;Bienieten;3240;15.3454;48.1177;207.0;191.0;0.0;17;0.8235294117647058;22;76;1;15;1
6688;279455.0;11.0;Apis mellifera carnica;Beedom;3240;15.3454;48.1177;225.0;181.0;0.0;17;0.8235294117647058;22;76;1;15;0
6689;252351.0;11.0;Apis mellifera carnica;Beeraten;3240;15.3454;48.1177;207.0;212.0;2.0;17;0.8235294117647058;22;87;4;15;0
6690;836303.0;13.0;Apis mellifera carnica;Beeraten;3240;15.3454;48.1177;193.0;270.0;2.0;17;0.8235294117647058;22;62;10;15;0
6691;301613.0;13.0;Apis mellifera ligustica;Bienieten;3240;15.3454;48.1177;184.0;232.0;0.0;17;0.8235294117647058;20;72;4;15;1
6692;58245.0;11.0;Apis mellifera mellifera;Bienierer;1060;16.3469;48.1953;204.0;139.0;0.0;10;0.6;22;87;4;15;1
6693;451995.0;15.0;Apis mellifera carnica;Beedom;1060;16.3469;48.1953;156.0;108.0;6.0;10;0.6;22;87;4;15;0
6694;191112.0;4.0;Apis mellifera ligustica;Beeraten;1060;16.3469;48.1953;195.0;226.0;5.0;10;0.6;20;72;4;15;0
6695;176460.0;10.0;Apis mellifera carnica;Bienenzuchtverein Ö;1060;16.3469;48.1953;181.0;225.0;0.0;10;0.6;22;87;4;15;1
6696;355122.0;9.0;Apis mellifera mellifera;Bienierer;1060;16.3469;48.1953;181.0;179.0;1.0;10;0.6;22;87;4;15;1
6697;241200.0;9.0;Apis mellifera carnica;Bienierer;1060;16.3469;48.1953;156.0;168.0;0.0;10;0.6;22;76;1;15;1
6698;801084.0;12.0;Apis mellifera carnica;Beeraten;1060;16.3469;48.1953;140.0;207.0;0.0;10;0.6;20;72;4;15;0
6699;361458.0;9.0;Apis mellifera carnica;Bienieten;1060;16.3469;48.1953;228.0;194.0;0.0;10;0.6;22;87;4;15;1
6700;99054.0;6.0;Apis mellifera mellifera;Beeraten;1060;16.3469;48.1953;246.0;177.0;0.0;10;0.6;22;87;4;15;1
6701;52872.0;8.0;Apis mellifera carnica;Bienierer;1060;16.3469;48.1953;209.0;164.0;0.0;10;0.6;22;62;10;15;1
6702;76680.0;15.0;Apis mellifera carnica;Bienierer;6452;10.9803;46.9791;200.0;225.0;0.0;15;0.6666666666666666;22;62;10;15;0
6703;381548.0;17.0;Apis mellifera carnica;Beeraten;6452;10.9803;46.9791;152.0;227.0;0.0;15;0.6666666666666666;22;76;1;15;0
6704;750618.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;6452;10.9803;46.9791;156.0;209.0;0.0;15;0.6666666666666666;22;76;1;15;1
6705;334776.0;8.0;Apis mellifera carnica;Bienieten;6452;10.9803;46.9791;159.0;197.0;4.0;15;0.6666666666666666;20;72;4;15;0
6706;409980.0;12.0;Apis mellifera ligustica;Beeraten;6452;10.9803;46.9791;246.0;218.0;0.0;15;0.6666666666666666;22;87;4;15;1
6707;642010.0;10.0;Apis mellifera ligustica;Bienieten;6452;10.9803;46.9791;185.0;237.0;2.0;15;0.6666666666666666;22;87;4;15;0
6708;780949.0;13.0;Apis mellifera ligustica;Bienieten;6452;10.9803;46.9791;251.0;223.0;1.0;15;0.6666666666666666;22;62;10;15;0
6709;366432.0;8.0;Apis mellifera carnica;Beeraten;6452;10.9803;46.9791;168.0;149.0;0.0;15;0.6666666666666666;22;76;1;15;1
6710;513560.0;10.0;Apis mellifera ligustica;Bienieten;6452;10.9803;46.9791;148.0;254.0;6.0;15;0.6666666666666666;22;76;1;15;0
6711;35682.0;6.0;Apis mellifera carnica;Beedom;6452;10.9803;46.9791;135.0;168.0;0.0;15;0.6666666666666666;22;62;10;15;1
6712;51982.0;1.0;Apis mellifera ligustica;Bienierer;6452;10.9803;46.9791;217.0;172.0;1.0;15;0.6666666666666666;22;62;10;15;0
6713;939465.0;15.0;Apis mellifera carnica;Bienenzuchtverein Ö;6452;10.9803;46.9791;172.0;225.0;4.0;15;0.6666666666666666;22;76;1;15;0
6714;211232.0;8.0;Apis mellifera carnica;Bienierer;6452;10.9803;46.9791;228.0;273.0;0.0;15;0.6666666666666666;20;72;4;15;1
6715;33800.0;5.0;Apis mellifera carnica;Bienieten;6452;10.9803;46.9791;251.0;160.0;4.0;15;0.6666666666666666;20;72;4;15;0
6716;435446.0;11.0;Apis mellifera carnica;Bienieten;6452;10.9803;46.9791;167.0;166.0;0.0;15;0.6666666666666666;20;72;4;15;1
6717;90810.0;5.0;Apis mellifera carnica;Beeraten;9461;14.8052;46.9138;254.0;175.0;2.0;17;0.7647058823529411;20;72;4;15;1
6718;15888.0;3.0;Apis mellifera carnica;Beedom;9461;14.8052;46.9138;167.0;226.0;7.0;17;0.7647058823529411;22;87;4;15;0
6719;185445.0;13.0;Apis mellifera carnica;Bienieten;9461;14.8052;46.9138;183.0;212.0;0.0;17;0.7647058823529411;22;76;1;15;1
6720;91828.0;11.0;Apis mellifera ligustica;Bienenzuchtverein Ö;9461;14.8052;46.9138;220.0;130.0;3.0;17;0.7647058823529411;20;72;4;15;0
6721;810336.0;12.0;Apis mellifera carnica;Beedom;9461;14.8052;46.9138;238.0;171.0;0.0;17;0.7647058823529411;22;87;4;15;1
6722;319800.0;6.0;Apis mellifera carnica;Bienieten;9461;14.8052;46.9138;254.0;298.0;0.0;17;0.7647058823529411;22;62;10;15;1
6723;411376.0;8.0;Apis mellifera ligustica;Bienierer;9461;14.8052;46.9138;166.0;139.0;1.0;17;0.7647058823529411;22;87;4;15;1
6724;186263.0;7.0;Apis mellifera carnica;Beedom;9461;14.8052;46.9138;223.0;210.0;0.0;17;0.7647058823529411;22;76;1;15;1
6725;240604.0;14.0;Apis mellifera carnica;Bienierer;9461;14.8052;46.9138;164.0;219.0;6.0;17;0.7647058823529411;22;87;4;15;0
6726;656784.0;12.0;Apis mellifera carnica;Beeraten;9461;14.8052;46.9138;219.0;197.0;4.0;17;0.7647058823529411;20;72;4;15;0
6727;185712.0;12.0;Apis mellifera ligustica;Bienenzuchtverein Ö;9461;14.8052;46.9138;204.0;202.0;0.0;17;0.7647058823529411;20;72;4;15;0
6728;371129.0;11.0;Apis mellifera carnica;Bienierer;9461;14.8052;46.9138;176.0;214.0;3.0;17;0.7647058823529411;22;87;4;15;1
6729;561810.0;10.0;Apis mellifera carnica;Beedom;9461;14.8052;46.9138;285.0;221.0;0.0;17;0.7647058823529411;22;62;10;15;1
6730;249488.0;8.0;Apis mellifera mellifera;Beeraten;9461;14.8052;46.9138;164.0;211.0;0.0;17;0.7647058823529411;20;72;4;15;1
6731;655941.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;9461;14.8052;46.9138;218.0;208.0;0.0;17;0.7647058823529411;22;87;4;15;0
6732;471080.0;10.0;Apis mellifera carnica;Bienenzuchtverein Ö;9461;14.8052;46.9138;202.0;226.0;0.0;17;0.7647058823529411;20;72;4;15;1
6733;512244.0;9.0;Apis mellifera carnica;Bienieten;9461;14.8052;46.9138;245.0;198.0;1.0;17;0.7647058823529411;22;62;10;15;1
6734;660390.0;15.0;Apis mellifera carnica;Bienenzuchtverein Ö;6884;9.8864;47.2905;201.0;207.0;0.0;12;0.6666666666666666;20;72;4;15;1
6735;318320.0;8.0;Apis mellifera ligustica;Bienierer;6884;9.8864;47.2905;188.0;188.0;0.0;12;0.6666666666666666;22;62;10;15;1
6736;534888.0;9.0;Apis mellifera carnica;Beeraten;6884;9.8864;47.2905;194.0;280.0;0.0;12;0.6666666666666666;22;76;1;15;1
6737;330330.0;7.0;Apis mellifera carnica;Beedom;6884;9.8864;47.2905;219.0;119.0;0.0;12;0.6666666666666666;20;72;4;15;1
6738;537960.0;10.0;Apis mellifera ligustica;Bienenzuchtverein Ö;6884;9.8864;47.2905;165.0;230.0;0.0;12;0.6666666666666666;22;87;4;15;1
6739;205856.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;6884;9.8864;47.2905;219.0;194.0;0.0;12;0.6666666666666666;22;62;10;15;1
6740;177990.0;6.0;Apis mellifera ligustica;Bienenzuchtverein Ö;6884;9.8864;47.2905;117.0;274.0;4.0;12;0.6666666666666666;22;62;10;15;0
6741;328548.0;11.0;Apis mellifera carnica;Beedom;6884;9.8864;47.2905;107.0;174.0;0.0;12;0.6666666666666666;22;76;1;15;1
6742;181395.0;9.0;Apis mellifera carnica;Bienierer;6884;9.8864;47.2905;200.0;245.0;0.0;12;0.6666666666666666;22;62;10;15;1
6743;527004.0;12.0;Apis mellifera carnica;Bienierer;6884;9.8864;47.2905;167.0;194.0;8.0;12;0.6666666666666666;22;87;4;15;0
6744;953649.0;17.0;Apis mellifera carnica;Bienieten;6884;9.8864;47.2905;161.0;192.0;4.0;12;0.6666666666666666;20;72;4;15;0
6745;135888.0;8.0;Apis mellifera ligustica;Bienieten;6884;9.8864;47.2905;224.0;142.0;8.0;12;0.6666666666666666;22;62;10;15;0
6746;319365.0;9.0;Apis mellifera carnica;Bienierer;8863;13.9095;47.0288;194.0;173.0;0.0;8;0.75;22;87;4;15;0
6747;119280.0;12.0;Apis mellifera ligustica;Beedom;8863;13.9095;47.0288;129.0;221.0;5.0;8;0.75;20;72;4;15;0
6748;564980.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;8863;13.9095;47.0288;171.0;203.0;0.0;8;0.75;22;76;1;15;0
6749;285656.0;8.0;Apis mellifera carnica;Beedom;8863;13.9095;47.0288;133.0;244.0;0.0;8;0.75;20;72;4;15;1
6750;647205.0;13.0;Apis mellifera carnica;Bienieten;8863;13.9095;47.0288;156.0;212.0;8.0;8;0.75;22;76;1;15;0
6751;190290.0;10.0;Apis mellifera carnica;Bienieten;8863;13.9095;47.0288;252.0;220.0;0.0;8;0.75;22;76;1;15;1
6752;237064.0;8.0;Apis mellifera mellifera;Beedom;8863;13.9095;47.0288;184.0;161.0;0.0;8;0.75;20;72;4;15;1
6753;423904.0;13.0;Apis mellifera carnica;Bienierer;8863;13.9095;47.0288;236.0;171.0;4.0;8;0.75;20;72;4;15;0
6754;215355.0;7.0;Apis mellifera carnica;Bienierer;8605;15.284;47.4687;224.0;151.0;0.0;15;0.6;22;87;4;15;0
6755;274032.0;18.0;Apis mellifera carnica;Bienenzuchtverein Ö;8605;15.284;47.4687;147.0;217.0;0.0;15;0.6;20;72;4;15;1
6756;303641.0;13.0;Apis mellifera carnica;Bienierer;8605;15.284;47.4687;229.0;218.0;0.0;15;0.6;22;62;10;15;1
6757;154365.0;15.0;Apis mellifera carnica;Bienenzuchtverein Ö;8605;15.284;47.4687;168.0;245.0;0.0;15;0.6;22;62;10;15;1
6758;115460.0;10.0;Apis mellifera ligustica;Beeraten;8605;15.284;47.4687;165.0;227.0;0.0;15;0.6;20;72;4;15;1
6759;667290.0;15.0;Apis mellifera ligustica;Beedom;8605;15.284;47.4687;175.0;238.0;0.0;15;0.6;22;62;10;15;1
6760;246756.0;4.0;Apis mellifera carnica;Beeraten;8605;15.284;47.4687;211.0;200.0;2.0;15;0.6;20;72;4;15;1
6761;582959.0;13.0;Apis mellifera ligustica;Bienierer;8605;15.284;47.4687;213.0;196.0;0.0;15;0.6;22;87;4;15;1
6762;199800.0;8.0;Apis mellifera ligustica;Beedom;8605;15.284;47.4687;189.0;224.0;5.0;15;0.6;22;76;1;15;0
6763;390005.0;11.0;Apis mellifera carnica;Bienieten;8605;15.284;47.4687;284.0;212.0;5.0;15;0.6;22;62;10;15;0
6764;182403.0;9.0;Apis mellifera carnica;Beeraten;8605;15.284;47.4687;130.0;196.0;8.0;15;0.6;22;62;10;15;0
6765;358152.0;8.0;Apis mellifera ligustica;Bienieten;8605;15.284;47.4687;246.0;176.0;5.0;15;0.6;22;62;10;15;0
6766;221725.0;7.0;Apis mellifera carnica;Bienierer;8605;15.284;47.4687;236.0;186.0;8.0;15;0.6;22;62;10;15;0
6767;747166.0;14.0;Apis mellifera carnica;Bienierer;8605;15.284;47.4687;254.0;130.0;5.0;15;0.6;22;76;1;15;0
6768;887040.0;14.0;Apis mellifera ligustica;Bienierer;8605;15.284;47.4687;235.0;211.0;1.0;15;0.6;22;87;4;15;1
6769;692107.0;13.0;Apis mellifera carnica;Bienieten;3291;15.1231;47.9447;173.0;224.0;0.0;24;0.625;20;72;4;15;1
